TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"ddp 동대문디자인플라자","202502","채널전체","24.00000","20.00000","4.00000","4.00000","4.30000","29953.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","11294766.00000","10897243.00000","3.60000","227776453.00000","116232247.00000","111544206.00000"
"n서울타워","202502","채널전체","0.00000",,,,"4.50000","62301.00000","관광 명소","37.5511694","126.9882266","서울특별시 용산구 남산공원길 105","서울특별시","용산구","8450414.00000","7625373.00000","10.80000","45739991.00000","36632189.00000","9107802.00000"
"감천문화마을","202502","채널전체","0.00000",,,,"4.40000","29316.00000","관광 명소","35.0973904","129.0105924","부산광역시 사하구 감내2로 203","부산광역시","사하구","1789889.00000","1998276.00000","-10.40000","6522454.00000","6254375.00000","268079.00000"
"강남","202502","채널전체","158.00000","100.00000","58.00000","0.70000","4.10000","594.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","17788449.00000","16362584.00000","8.70000","177763927.00000","110982455.00000","66781472.00000"
"강변","202502","채널전체","4.00000",,"4.00000","-1.00000","4.10000","804.00000","전자제품 판매점","37.535098","127.094695","서울특별시 광진구 강변역로 53 강변","서울특별시","광진구","5366203.00000","5304442.00000","1.20000","29945807.00000","18815297.00000","11130510.00000"
"거제","202502","채널전체","0.00000",,,,"4.30000","212.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","1508584.00000","1807624.00000","-16.50000","7058367.00000","6304897.00000","753470.00000"
"거제도","202502","채널전체","22.00000","4.00000","18.00000","-0.80000","4.30000","212.00000","섬","34.8869","128.6239","경상남도 거제시","경상남도","거제시","1508584.00000","1807624.00000","-16.50000","7058367.00000","6304897.00000","753470.00000"
"건대입구","202502","채널전체","0.00000",,,,"4.10000","807.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","광진구","5366203.00000","5304442.00000","1.20000","29945807.00000","18815297.00000","11130510.00000"
"경복궁","202502","채널전체","34.00000","12.00000","22.00000","-0.50000","4.60000","43183.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","10636234.00000","10273224.00000","3.50000","60508011.00000","49942164.00000","10565847.00000"
"경주 보문단지","202502","채널전체","4.00000","4.00000",,"1.00000","4.30000","2560.00000","관광 명소","35.8563","129.2871","경상북도 경주시 보문로 280-34","경상북도","경주시","3160731.00000","3719779.00000","-15.00000","14817825.00000","13707573.00000","1110252.00000"
"경희궁","202502","채널전체","44.00000","28.00000","16.00000","0.80000","4.40000","1160.00000","문화적 랜드마크","37.5712","126.9681","서울 종로구 새문안로 45 경희궁.시립미술관","서울특별시","종로구","10636234.00000","10273224.00000","3.50000","60508011.00000","49942164.00000","10565847.00000"
"고척스카이돔","202502","채널전체","0.00000",,,,"4.40000","1444.00000","야구장","37.498931","126.8670866","서울특별시 구로구 고척동 63-6","서울특별시","구로구","5113206.00000","4969527.00000","2.90000","23942929.00000","22955839.00000","987090.00000"
"공덕","202502","채널전체","6.00000","6.00000",,"1.00000","3.90000","2923.00000","재래시장","37.54322","126.951576","서울특별시 공덕역","서울특별시","마포구","9086598.00000","9177045.00000","-1.00000","59843877.00000","45433993.00000","14409884.00000"
"광안대교","202502","채널전체","0.00000",,,,"4.60000","820.00000","다리","35.147551","129.1302088","부산광역시 부산진구 새싹로 174","부산광역시","수영구","2884980.00000","3004193.00000","-4.00000","13084263.00000","12462249.00000","622014.00000"
"광안리해수욕장","202502","채널전체","0.00000",,,,"4.60000","1339.00000","해변","35.1531","129.1186","부산 수영구 광안해변로 219","부산광역시","수영구","2884980.00000","3004193.00000","-4.00000","13084263.00000","12462249.00000","622014.00000"
"광장시장","202502","채널전체","12.00000","12.00000",,"1.00000","4.20000","42442.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","10636234.00000","10273224.00000","3.50000","60508011.00000","49942164.00000","10565847.00000"
"광화문","202502","채널전체","6.00000",,"6.00000","-1.00000","4.40000","13023.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","10636234.00000","10273224.00000","3.50000","60508011.00000","49942164.00000","10565847.00000"
