TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"황리단길","202511","기타","4.00000",,"4.00000","-1.00000","4.20000","7531.00000","관광 명소","35.8376609","129.209724","경상북도 경주시 황남동 포석로 일대","경상북도","경주시","4567230.00000","3977936.00000","14.80000","93990626.00000","90517741.00000","3472885.00000"
"용인 에버랜드","202511","네이버카페","2.00000",,"1.00000","-1.00000","4.50000","63646.00000","놀이공원","37.2939104","127.2025664","경기도 용인시 처인구 포곡읍 에버랜드로 199","경기도","용인시 처인구","4537456.00000","3872432.00000","17.20000","110871163.00000","109574585.00000","1296578.00000"
"세종문화회관","202511","네이버카페","1.00000",,,,"4.40000","7380.00000","문화센터","37.5725254","126.9756429","서울특별시 종로구 세종대로 175 세종문화회관","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"코엑스몰","202511","네이버카페","47.00000","4.00000","5.00000","-0.20000","4.30000","24405.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","강남구","20540975.00000","18454628.00000","11.30000","774128213.00000","519991932.00000","254136281.00000"
"성수동","202511","네이버카페","18.00000","4.00000","7.00000","-0.40000","4.50000","33.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","7095686.00000","5752498.00000","23.30000","144684761.00000","102968907.00000","41715854.00000"
"거제","202511","네이버카페","2.00000",,,,"4.30000","215.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","1829324.00000","1733098.00000","5.60000","23259308.00000","21839993.00000","1419315.00000"
"인천국제공항","202511","네이버카페","13.00000","7.00000","1.00000","6.00000","4.50000","32317.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","8501314.00000","8133604.00000","4.50000","265219347.00000","195622209.00000","69597138.00000"
"경복궁","202511","네이버카페","3.00000",,"1.00000","-1.00000","4.60000","45691.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"황리단길","202511","네이버카페","12.00000","1.00000","11.00000","-0.90000","4.20000","7531.00000","관광 명소","35.8376609","129.209724","경상북도 경주시 황남동 포석로 일대","경상북도","경주시","4567230.00000","3977936.00000","14.80000","93990626.00000","90517741.00000","3472885.00000"
"경주 보문단지","202511","네이버카페","2.00000","2.00000",,"1.00000","4.30000","2623.00000","관광 명소","35.8563","129.2871","경상북도 경주시 보문로 280-34","경상북도","경주시","4567230.00000","3977936.00000","14.80000","93990626.00000","90517741.00000","3472885.00000"
"서울대학교","202511","네이버카페","25.00000",,"1.00000","-1.00000","4.40000","2000.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5936686.00000","5165076.00000","14.90000","71066671.00000","69249944.00000","1816727.00000"
"서울관광재단","202511","네이버카페","3.00000",,,,"4.70000","15.00000","재단","37.5685861","126.9871543","서울특별시 종로구 청계천로 85","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"해운대해수욕장","202511","네이버카페","22.00000",,,,"4.60000","2536.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","6100136.00000","5624714.00000","8.50000","239248843.00000","206120591.00000","33128252.00000"
"청계천","202511","네이버카페","1.00000",,"1.00000","-1.00000","4.50000","9965.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"광장시장","202511","네이버카페","9.00000",,"7.00000","-1.00000","4.20000","43623.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"명동대성당","202511","네이버카페","1.00000",,,,"4.70000","9787.00000","대성당","37.5633245","126.9872338","서울특별시 중구 명동길 74","서울특별시","중구","14068348.00000","12655783.00000","11.20000","895873236.00000","636964129.00000","258909107.00000"
"광화문","202511","네이버카페","3.00000",,,,"4.50000","13708.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","13616190.00000","11763409.00000","15.80000","259944010.00000","206395385.00000","53548625.00000"
"명동","202511","네이버카페","74.00000","5.00000","14.00000","-0.60000","4.40000","25652.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","14068348.00000","12655783.00000","11.20000","895873236.00000","636964129.00000","258909107.00000"
