TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"DDP 동대문디자인플라자","202411","채널전체","350.00000","18.00000","92.00000","-0.80000","4.30000","29759.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","12655783.00000","12370767.00000","2.30000","1473646088.00000","120194159.00000","169238596.00000"
"ifc몰","202411","채널전체","4.00000",,,,"4.40000","1830.00000","쇼핑몰","37.5250243","126.9258867","서울특별시 영등포구 여의동 23","서울특별시","영등포구","12655783.00000","12370767.00000","2.30000","1473646088.00000","120194159.00000","169238596.00000"
"가로수길","202411","채널전체","24.00000",,"8.00000","-1.00000","4.30000","225.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","9454196.00000","9271262.00000","2.00000","816504208.00000","67574289.00000","21336550.00000"
"갈매","202411","채널전체","6.00000",,,,"5.00000","1.00000","공원","37.6328602","127.1174649","경기도 구리시 갈매동 285-8","경기도","구리시","18454628.00000","18514625.00000","-0.30000","1654640275.00000","131189062.00000","91796595.00000"
"강남","202411","채널전체","1596.00000","80.00000","144.00000","-0.40000","4.10000","591.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","3839150.00000","3655799.00000","5.00000","112673583.00000","8926866.00000","126363.00000"
"거제","202411","채널전체","8.00000",,,,"4.40000","8125.00000","관광 명소","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","18454628.00000","18514625.00000","-0.30000","1654640275.00000","131189062.00000","91796595.00000"
"건대입구","202411","채널전체","542.00000",,,,"4.10000","793.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","광진구","1733098.00000","1616121.00000","7.20000","96220770.00000","6907432.00000","1092548.00000"
"경복궁","202411","채널전체","12.00000",,,,"4.60000","42529.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","5808425.00000","5600444.00000","3.70000","258946674.00000","20635158.00000","13048789.00000"
"고척스카이돔","202411","채널전체","20.00000",,,,"4.40000","1422.00000","야구장","37.498931","126.8670866","서울특별시 구로구 고척동 63-6","서울특별시","구로구","11763409.00000","11413860.00000","3.10000","640702326.00000","53168351.00000","20319026.00000"
"공덕","202411","채널전체","6.00000",,,,"3.90000","2914.00000","재래시장","37.54322","126.951576","서울특별시 공덕역","서울특별시","마포구","5463955.00000","5095121.00000","7.20000","318561631.00000","26575026.00000","1776177.00000"
"광안대교","202411","채널전체","28.00000",,"14.00000","-1.00000","4.60000","806.00000","다리","35.147551","129.1302088","부산광역시 부산진구 새싹로 174","부산광역시","수영구","9935495.00000","9716343.00000","2.20000","581171004.00000","46704376.00000","24558337.00000"
"광장시장","202411","채널전체","2.00000",,,,"4.20000","41982.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","3269829.00000","2876499.00000","13.70000","166774336.00000","12443845.00000","1324927.00000"
"광화문","202411","채널전체","156.00000",,"8.00000","-1.00000","4.40000","12860.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","11763409.00000","11413860.00000","3.10000","640702326.00000","53168351.00000","20319026.00000"
