TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"논현동","202504","블로그","0.00000",,,,"3.70000","41.00000","수입업체","37.5136787","127.0317124","서울특별시 강남구 논현동 207-3","서울특별시","강남구","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
"고척스카이돔","202504","블로그","0.00000",,,,"4.40000","1486.00000","야구장","37.498931","126.8670866","서울특별시 구로구 고척동 63-6","서울특별시","구로구","5406737.00000","6259806.00000","-13.60000","26870753.00000","24907556.00000","1963197.00000"
"세브란스병원","202504","블로그","0.00000",,,,"3.70000","454.00000","대학병원","37.5623371","126.9408692","서울특별시 서대문구 신촌동 연세로 50-1","서울특별시","서대문구","6878830.00000","8327028.00000","-17.40000","26151246.00000","18179895.00000","7971351.00000"
"성수동","202504","블로그","24.00000","8.00000","8.00000","0.00000","4.60000","20.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","6105130.00000","6828433.00000","-10.60000","36869169.00000","27038314.00000","9830855.00000"
"ddp 동대문디자인플라자","202504","블로그","0.00000",,,,"4.30000","30208.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","12161355.00000","12871649.00000","-5.50000","309192808.00000","193262398.00000","115930410.00000"
"코엑스몰","202504","블로그","40.00000","32.00000","4.00000","7.00000","4.30000","23861.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","영동대로","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
"서울대학교","202504","블로그","0.00000",,,,"4.40000","2018.00000","공립대학교","37.4648267","126.9571988","서울특별시 관악구 관악로","서울특별시","관악구","5196943.00000","6193810.00000","-16.10000","18551061.00000","17807650.00000","743411.00000"
"광화문","202504","블로그","0.00000",,,,"4.40000","13165.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","11936438.00000","13247027.00000","-9.90000","80442389.00000","54299851.00000","26142538.00000"
"서울숲공원","202504","블로그","0.00000",,,,"4.60000","10296.00000","공원","37.5443878","127.0374424","서울특별시 성동구 성수동1가 678-1","서울특별시","성동구","6105130.00000","6828433.00000","-10.60000","36869169.00000","27038314.00000","9830855.00000"
"강남","202504","블로그","596.00000","40.00000","258.00000","-0.80000","4.10000","594.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
"독립기념관","202504","블로그","0.00000",,,,"4.60000","9579.00000","역사 박물관","36.7812042","127.2264822","충청남도 천안시 동남구 목천읍 독립기념관로 1 독립기념관","충청남도","천안시","7134844.00000","8436151.00000","-15.40000","35016066.00000","33725721.00000","1290345.00000"
"인천국제공항","202504","블로그","0.00000",,,,"4.50000","31729.00000","국제공항","37.458666","126.4419679","인천광역시 중구 공항로 272 인천국제공항 (ICN)","인천광역시","중구","7518427.00000","8447425.00000","-11.00000","115663113.00000","69560219.00000","46102894.00000"
"롯데월드","202504","블로그","0.00000",,,,"4.30000","47024.00000","테마파크","37.5111158","127.098167","서울특별시 송파구 송파대로 521","서울특별시","송파구","11070535.00000","11296638.00000","-2.00000","104387393.00000","66615357.00000","37772036.00000"
"경복궁","202504","블로그","0.00000",,,,"4.60000","43736.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","11936438.00000","13247027.00000","-9.90000","80442389.00000","54299851.00000","26142538.00000"
"동대문","202504","블로그","0.00000",,,,"4.40000","7575.00000","역사적 명소","37.5819561","127.054846","서울특별시 동대문구 전농동 141-189","서울특별시","동대문구","4569274.00000","5796889.00000","-21.20000","18363791.00000","16653504.00000","1710287.00000"
"역삼동","202504","블로그","44.00000","4.00000","18.00000","-0.80000","3.70000","41.00000","수입업체","37.5000776","127.0385419","서울특별시 강남구 논현로 432","서울특별시","강남구","18179983.00000","19186622.00000","-5.20000","216926401.00000","114933401.00000","101993000.00000"
