TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"DDP 동대문디자인플라자","202412","채널전체","282.00000","24.00000","18.00000","0.30000","4.30000","29759.00000","문화센터","37.5665256","127.0092236","서울특별시 중구 을지로 281","서울특별시","중구","12872205.00000","12828361.00000","0.30000","1624542421.00000","150896333.00000","266668587.00000"
"ifc몰","202412","채널전체","4.00000",,,,"4.40000","1830.00000","쇼핑몰","37.5250243","126.9258867","서울특별시 영등포구 여의동 23","서울특별시","영등포구","10563444.00000","9609715.00000","9.90000","900982693.00000","84478484.00000","33594888.00000"
"가로수길","202412","채널전체","16.00000",,,,"4.30000","225.00000","관광 명소","37.5210566","127.0228686","서울특별시 강남구 신사동 667-13","서울특별시","강남구","18999109.00000","18880221.00000","0.60000","1817777424.00000","163137149.00000","197154442.00000"
"갈매","202412","채널전체","6.00000",,,,"5.00000","1.00000","공원","37.6328602","127.1174649","경기도 구리시 갈매동 285-8","경기도","구리시","3738094.00000","3698583.00000","1.10000","123175779.00000","10502195.00000","380551.00000"
"강남","202412","채널전체","1646.00000","194.00000","80.00000","1.40000","4.10000","591.00000","관광 명소","37.4966645","127.0629804","서울특별시 강남구 남부순환로 2949-2","서울특별시","강남구","18999109.00000","18880221.00000","0.60000","1817777424.00000","163137149.00000","197154442.00000"
"거제","202412","채널전체","8.00000",,,,"4.40000","8125.00000","관광 명소","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","1752709.00000","1780002.00000","-1.50000","103387065.00000","7166294.00000","1225711.00000"
"건대입구","202412","채널전체","542.00000",,,,"4.10000","793.00000","쇼핑몰","37.540372","127.069276","서울특별시 화양동 건대입구","서울특별시","광진구","5791737.00000","5825015.00000","-0.60000","281357312.00000","22410638.00000","17190358.00000"
"경복궁","202412","채널전체","12.00000",,,,"4.60000","42529.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","11797352.00000","11781367.00000","0.10000","697160397.00000","56458072.00000","22425368.00000"
"고척스카이돔","202412","채널전체","20.00000",,,,"4.40000","1422.00000","야구장","37.498931","126.8670866","서울특별시 구로구 고척동 63-6","서울특별시","구로구","5693033.00000","5338399.00000","6.60000","349623328.00000","31061697.00000","2345395.00000"
"공덕","202412","채널전체","6.00000",,,,"3.90000","2914.00000","재래시장","37.54322","126.951576","서울특별시 공덕역","서울특별시","마포구","9984590.00000","10153598.00000","-1.70000","635628572.00000","54457569.00000","46100380.00000"
"광안대교","202412","채널전체","14.00000",,,,"4.60000","806.00000","다리","35.147551","129.1302088","부산광역시 부산진구 새싹로 174","부산광역시","수영구","3290861.00000","3092446.00000","6.40000","180087477.00000","13313141.00000","1074281.00000"
"광장시장","202412","채널전체","2.00000",,,,"4.20000","41982.00000","재래시장","37.5700398","126.9996036","서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR","서울특별시","종로구","11797352.00000","11781367.00000","0.10000","697160397.00000","56458072.00000","22425368.00000"
"광화문","202412","채널전체","152.00000","4.00000",,,"4.40000","12860.00000","역사적 명소","37.572389","126.9769117","서울특별시 종로구 세종대로 172","서울특별시","종로구","11797352.00000","11781367.00000","0.10000","697160397.00000","56458072.00000","22425368.00000"
