TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE
"안동 하회마을","202505","네이버카페","4.00000",,"4.00000","-1.00000","4.20000","6892.00000","관광 명소","36.5494088","128.5271269","경상북도 안동시 풍천면 하회리 279번지","경상북도","안동시","1658996.00000","1277951.00000","29.80000","7080175.00000","6870459.00000","209716.00000"
"창경궁","202505","네이버카페","6.00000",,,,"4.70000","4374.00000","문화적 랜드마크","37.5787512","126.9948775","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"명동","202505","네이버카페","4.00000","4.00000",,"1.00000","4.30000","24824.00000","관광 명소","37.55998","126.9858296","서울특별시 중구 남산동2가 10-4","서울특별시","중구","13128724.00000","12161355.00000","8.00000","295899298.00000","170462842.00000","125436456.00000"
"코엑스몰","202505","네이버카페","0.00000",,,,"4.30000","23944.00000","쇼핑몰","37.5113686","127.0595931","서울특별시 영동대로 513","서울특별시","영동대로","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
"성산 일출봉","202505","네이버카페","4.00000",,,,"4.70000","1652.00000","산봉우리","33.4180535","126.8648302","제주특별자치도 서귀포시 성산읍 난산리 1672","제주특별자치도","서귀포시","4038937.00000","3594356.00000","12.40000","36255589.00000","27225793.00000","9029796.00000"
"성수동","202505","네이버카페","12.00000","12.00000",,"1.00000","4.60000","22.00000","관광 명소","37.5406846","127.0566319","서울특별시 성동구 성수동2가 315-4","서울특별시","성동구","7032287.00000","6105130.00000","15.20000","37933403.00000","28467722.00000","9465681.00000"
"김해공항","202505","네이버카페","0.00000",,,,"4.10000","4243.00000","국제 공항","37.5655","126.8013","서울특별시 강서구 하늘길 112","서울특별시","강서구","8395793.00000","6822221.00000","23.10000","66583386.00000","57533498.00000","9049888.00000"
"압구정동","202505","네이버카페","4.00000","4.00000",,"1.00000","4.30000","224.00000","관광 명소","37.5271478","127.0334517","서울특별시 강남구 신사동 언주로 861","서울특별시","강남구","19453777.00000","18179983.00000","7.00000","213904390.00000","117330411.00000","96573979.00000"
"한라산","202505","네이버카페","10.00000",,"10.00000","-1.00000","4.70000","755.00000","산봉우리","33.3616666","126.5291666","제주특별자치도 제주시 오등동 산57번지 한라산골프장내","제주특별자치도","제주시","4038937.00000","3594356.00000","12.40000","36255589.00000","27225793.00000","9029796.00000"
"이태원","202505","네이버카페","4.00000","4.00000",,"1.00000","4.30000","287.00000","관광 명소","37.5385051","126.9925224","서울특별시 용산구 이태원동 213-4","서울특별시","용산구","10626241.00000","8889359.00000","19.50000","61617878.00000","44382808.00000","17235070.00000"
"제주공항","202505","네이버카페","10.00000",,"10.00000","-1.00000","4.40000","19223.00000","국제 공항","33.5071","126.4934","제주특별자치도 제주시 특별자치도 공항로 2","제주특별자치도","제주시","5355553.00000","4639442.00000","15.40000","68131885.00000","49867478.00000","18264407.00000"
"경복궁","202505","네이버카페","2.00000","2.00000",,"1.00000","4.60000","44027.00000","문화적 랜드마크","37.579617","126.977041","서울특별시 종로구 사직로 161","서울특별시","종로구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"해운대해수욕장","202505","네이버카페","0.00000",,,,"4.60000","2361.00000","해변","35.1719465","129.1741038","부산광역시 해운대구 좌동 998-11","부산광역시","해운대구","6387265.00000","5141202.00000","24.20000","78047067.00000","51295254.00000","26751813.00000"
"거제","202505","네이버카페","0.00000",,,,"4.30000","215.00000","섬","34.8931951","128.6091247","경상남도 거제시 장평동 7-9","경상남도","거제시","2232037.00000","1675964.00000","33.20000","10333871.00000","9252287.00000","1081584.00000"
"청계천","202505","네이버카페","0.00000",,,,"4.50000","9413.00000","공원","37.5691015","126.9786692","서울특별시 중구 무교동 80-1","서울특별시","중구","13493770.00000","11936438.00000","13.00000","81749242.00000","59228708.00000","22520534.00000"
"자갈치시장","202505","네이버카페","0.00000",,,,"4.00000","25912.00000","수산 시장","35.0966394","129.0305933","부산광역시 중구 남포동5가 105-1","부산광역시","중구","3629027.00000","3064705.00000","18.40000","23825057.00000","16946783.00000","6878274.00000"
