TRRSRT_NM,BASE_YM,CHNNEL_NM,BASE_YEAR_ACCMLT_FQ_CO,BASE_YM_FQ_CO,BASE_YEAR_BEFORE_MT_FQ_CO,BEFORE_MT_VERSUS_FQ_CO_IRDS_RT,AVRG_SCORE_VALUE,REVIEW_CO,PLACE_TY,LC_LA,LC_LO,ADDR,CTPRVN_NM,SIGNGU_NM,TURSM_CSTMR_CO,BEFORE_YEAR_MT_TURSM_CSTMR_CO,TURSM_CSTMR_CO_IRDS_RT,TURSM_SPND_PRICE,NATIVE_TURSM_SPND_PRICE,FRNR_TURSM_SPND_PRICE,FILE_YM,CATEGORY,CHNNEL_NM_NORM,DATE
동궁과 월지,202511,유튜브,4.0,4.0,,1.0,4.5,20129.0,역사적 명소,35.8348173,129.2265645,경상북도 경주시 인왕동 517,경상북도,경주시,4567230.0,3977936.0,14.8,93990626.0,90517741.0,3472885.0,202511,KBEAUTY,유튜브,2025-11-01
더현대서울,202511,유튜브,11.0,,2.0,-1.0,4.4,10504.0,백화점,37.5260497,126.928296,서울특별시 영등포구 여의대로 108,서울특별시,영등포구,10634869.0,9454196.0,12.5,285515984.0,256516807.0,28999177.0,202511,KBEAUTY,유튜브,2025-11-01
이화여자대학교,202511,인스타그램,3.0,,,,4.6,1416.0,여자대학,37.5618588,126.9468339,서울특별시 서대문구 대현동 산11-1,서울특별시,서대문구,8027688.0,7261079.0,10.6,86239458.0,74609522.0,11629936.0,202511,KBEAUTY,인스타그램,2025-11-01
신촌,202511,인스타그램,6.0,6.0,,1.0,4.7,1623.0,대학교,37.5650797,126.9399549,서울특별시 서대문구 연세로 50-1,서울특별시,서대문구,8027688.0,7261079.0,10.6,86239458.0,74609522.0,11629936.0,202511,KBEAUTY,인스타그램,2025-11-01
동대문,202511,인스타그램,15.0,3.0,1.0,2.0,4.4,7737.0,역사적 명소,37.5819561,127.054846,서울특별시 동대문구 전농동 141-189,서울특별시,동대문구,5165472.0,4718000.0,9.5,92382906.0,87576917.0,4805989.0,202511,KBEAUTY,인스타그램,2025-11-01
덕수궁,202511,인스타그램,3.0,,1.0,-1.0,4.6,20024.0,문화적 랜드마크,37.5658049,126.9751461,서울특별시 중구 세종대로 99,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
국립경주박물관,202511,인스타그램,1.0,,1.0,-1.0,4.6,12851.0,국립박물관,35.8293965,129.2279056,경상북도 경주시 인왕동 76,경상북도,경주시,4567230.0,3977936.0,14.8,93990626.0,90517741.0,3472885.0,202511,KBEAUTY,인스타그램,2025-11-01
신포국제시장,202511,인스타그램,2.0,2.0,,1.0,4.1,9705.0,시장,37.4713875,126.6272078,인천광역시 중구 신포동 6-7,인천광역시,중구,8501314.0,8133604.0,4.5,265219347.0,195622209.0,69597138.0,202511,KBEAUTY,인스타그램,2025-11-01
더현대서울,202511,인스타그램,3.0,,1.0,-1.0,4.4,10504.0,백화점,37.5260497,126.928296,서울특별시 영등포구 여의대로 108,서울특별시,영등포구,10634869.0,9454196.0,12.5,285515984.0,256516807.0,28999177.0,202511,KBEAUTY,인스타그램,2025-11-01
아침고요수목원,202511,인스타그램,2.0,,,,4.4,17055.0,수목원,37.7439678,127.3524864,경기도 가평군 상면 수목원로 432 아침고요수목원,경기도,가평군,2019570.0,2001727.0,0.9,38750852.0,37960399.0,790453.0,202511,KBEAUTY,인스타그램,2025-11-01
가로수길,202511,인스타그램,2.0,,,,4.3,287.0,관광 명소,37.5210566,127.0228686,서울특별시 강남구 신사동 667-13,서울특별시,강남구,20540975.0,18454628.0,11.3,774128213.0,519991932.0,254136281.0,202511,KBEAUTY,인스타그램,2025-11-01
경주 보문단지,202511,인스타그램,1.0,,1.0,-1.0,4.3,2623.0,관광 명소,35.8563,129.2871,경상북도 경주시 보문로 280-34,경상북도,경주시,4567230.0,3977936.0,14.8,93990626.0,90517741.0,3472885.0,202511,KBEAUTY,인스타그램,2025-11-01
국립중앙박물관,202511,인스타그램,1.0,,1.0,-1.0,4.7,27648.0,국립박물관,37.5238506,126.9804702,서울특별시 용산구 서빙고로 137,서울특별시,용산구,10598602.0,8856130.0,19.7,194452773.0,158074272.0,36378501.0,202511,KBEAUTY,인스타그램,2025-11-01
김포공항,202511,인스타그램,1.0,,,,4.4,11472.0,국제공항,37.5655383,126.8013282,서울특별시 강서구 하늘길 112 김포국제공항 (GMP),서울특별시,강서구,8557878.0,6794476.0,26.0,278485669.0,265602903.0,12882766.0,202511,KBEAUTY,인스타그램,2025-11-01
황리단길,202511,인스타그램,3.0,2.0,1.0,1.0,4.2,7531.0,관광 명소,35.8376609,129.209724,경상북도 경주시 황남동 포석로 일대,경상북도,경주시,4567230.0,3977936.0,14.8,93990626.0,90517741.0,3472885.0,202511,KBEAUTY,인스타그램,2025-11-01
하남스타필드,202511,인스타그램,4.0,,4.0,-1.0,4.3,18676.0,쇼핑몰,37.5454054,127.223858,경기도 하남시 미사대로 750 스타필드 하남 1층,경기도,하남시,4951566.0,4381618.0,13.0,129920660.0,128836718.0,1083942.0,202511,KBEAUTY,인스타그램,2025-11-01
우도,202511,인스타그램,1.0,,,,4.4,422.0,섬,33.5042977,126.954048,제주특별자치도 제주시 우도면 연평리 1431-2,제주특별자치도,제주시,5172892.0,4557766.0,13.5,177899425.0,154705916.0,23193509.0,202511,KBEAUTY,인스타그램,2025-11-01
낙산공원,202511,인스타그램,2.0,,,,4.5,5960.0,공원,37.5806571,127.0074835,서울특별시 종로구 낙산길 41 낙산공원,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
창덕궁,202511,인스타그램,1.0,,1.0,-1.0,4.6,13472.0,문화적 랜드마크,37.5794309,126.9910426,서울특별시 종로구 율곡로 99,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
DDP 동대문디자인플라자,202511,인스타그램,78.0,6.0,12.0,-0.5,4.3,31053.0,문화센터,37.5665256,127.0092236,서울특별시 중구 을지로 281,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
홍대역,202511,인스타그램,3.0,,,,4.5,8845.0,관광 명소,37.557527,126.9244669,서울특별시 홍대입구역,서울특별시,마포구,11026484.0,9935496.0,11.0,257376766.0,183810068.0,73566698.0,202511,KBEAUTY,인스타그램,2025-11-01
남산,202511,인스타그램,1.0,1.0,,1.0,4.7,694.0,산봉우리,37.5537586,126.9809696,서울특별시 중구 회현동1가 100-166,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
남산골 한옥마을,202511,인스타그램,1.0,,,,4.4,10145.0,관광 명소,37.559315,126.994477,서울특별시 중구 퇴계로34길 28,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
N서울타워,202511,인스타그램,3.0,1.0,,1.0,4.5,65643.0,관광 명소,37.5511694,126.9882266,서울특별시 용산구 남산공원길 105,서울특별시,용산구,10598602.0,8856130.0,19.7,194452773.0,158074272.0,36378501.0,202511,KBEAUTY,인스타그램,2025-11-01
창경궁,202511,인스타그램,5.0,1.0,1.0,,4.7,4599.0,문화적 랜드마크,37.5787512,126.9948775,서울특별시 종로구 와룡동 2-1,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
논현,202511,인스타그램,2.0,,,,3.7,41.0,수입업체,37.5136787,127.0317124,서울특별시 강남구 논현동 207-3,서울특별시,강남구,20540975.0,18454628.0,11.3,774128213.0,519991932.0,254136281.0,202511,KBEAUTY,인스타그램,2025-11-01
압구정동,202511,인스타그램,21.0,,3.0,-1.0,4.3,261.0,관광 명소,37.5271478,127.0334517,서울특별시 강남구 신사동 언주로 861,서울특별시,강남구,20540975.0,18454628.0,11.3,774128213.0,519991932.0,254136281.0,202511,KBEAUTY,인스타그램,2025-11-01
천마총,202511,인스타그램,1.0,1.0,,1.0,4.4,4310.0,무덤,35.8387356,129.2103867,경상북도 경주시 황남동 262,경상북도,경주시,4567230.0,3977936.0,14.8,93990626.0,90517741.0,3472885.0,202511,KBEAUTY,인스타그램,2025-11-01
이태원,202511,인스타그램,18.0,12.0,,1.0,4.3,290.0,관광 명소,37.5385051,126.9925224,서울특별시 용산구 이태원동 213-4,서울특별시,용산구,10598602.0,8856130.0,19.7,194452773.0,158074272.0,36378501.0,202511,KBEAUTY,인스타그램,2025-11-01
화성행궁,202511,인스타그램,2.0,,2.0,-1.0,4.5,12677.0,역사적 명소,37.2819666,127.013727,경기도 수원시 팔달구 정조로 825,경기도,수원시 팔달구,6554982.0,5969610.0,9.8,114361782.0,110467147.0,3894635.0,202511,KBEAUTY,인스타그램,2025-11-01
코엑스몰,202511,인스타그램,310.0,2.0,6.0,-0.7,4.3,24405.0,쇼핑몰,37.5113686,127.0595931,서울특별시 영동대로 513,서울특별시,강남구,20540975.0,18454628.0,11.3,774128213.0,519991932.0,254136281.0,202511,KBEAUTY,인스타그램,2025-11-01
성수동,202511,인스타그램,47.0,5.0,10.0,-0.5,4.5,33.0,관광 명소,37.5406846,127.0566319,서울특별시 성동구 성수동2가 315-4,서울특별시,성동구,7095686.0,5752498.0,23.3,144684761.0,102968907.0,41715854.0,202511,KBEAUTY,인스타그램,2025-11-01
북촌한옥마을,202511,인스타그램,7.0,2.0,,1.0,4.4,23536.0,명소,37.5814696,126.9849519,서울특별시 종로구 가회동 30-9,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
광교호수공원,202511,인스타그램,2.0,,2.0,-1.0,4.6,6115.0,생태 공원,37.2830911,127.0659215,경기도 수원시 영통구 하동 광교호수로 102 광교호수공원,경기도,수원시 영통구,5222760.0,4680242.0,11.6,80035442.0,76282891.0,3752551.0,202511,KBEAUTY,인스타그램,2025-11-01
서울회생법원,202511,인스타그램,1.0,,,,4.6,7.0,법원,37.4982093,127.0112872,서울특별시 서초구 서초중앙로 157,서울특별시,서초구,17400890.0,14876866.0,17.0,547276811.0,479320176.0,67956635.0,202511,KBEAUTY,인스타그램,2025-11-01
뚝섬,202511,인스타그램,2.0,,,,4.6,715.0,공원,37.547206,127.047405,서울특별시 성수1가제2동 뚝섬,서울특별시,성동구,7095686.0,5752498.0,23.3,144684761.0,102968907.0,41715854.0,202511,KBEAUTY,인스타그램,2025-11-01
광장시장,202511,인스타그램,5.0,,,,4.2,43623.0,재래시장,37.5700398,126.9996036,서울특별시 예지동 2-1번지 1층 종로구 서울특별시 KR,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
공덕시장,202511,인스타그램,2.0,,,,3.9,2950.0,재래시장,37.54322,126.951576,서울특별시 공덕역,서울특별시,마포구,11026484.0,9935496.0,11.0,257376766.0,183810068.0,73566698.0,202511,KBEAUTY,인스타그램,2025-11-01
명동대성당,202511,인스타그램,5.0,1.0,1.0,,4.7,9787.0,대성당,37.5633245,126.9872338,서울특별시 중구 명동길 74,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
인천국제공항,202511,인스타그램,52.0,1.0,3.0,-0.7,4.5,32317.0,국제공항,37.458666,126.4419679,인천광역시 중구 공항로 272 인천국제공항 (ICN),인천광역시,중구,8501314.0,8133604.0,4.5,265219347.0,195622209.0,69597138.0,202511,KBEAUTY,인스타그램,2025-11-01
해운대해수욕장,202511,인스타그램,1.0,,1.0,-1.0,4.6,2536.0,해변,35.1719465,129.1741038,부산광역시 해운대구 좌동 998-11,부산광역시,해운대구,6100136.0,5624714.0,8.5,239248843.0,206120591.0,33128252.0,202511,KBEAUTY,인스타그램,2025-11-01
경복궁,202511,인스타그램,2.0,,1.0,-1.0,4.6,45691.0,문화적 랜드마크,37.579617,126.977041,서울특별시 종로구 사직로 161,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
명동,202511,인스타그램,72.0,23.0,8.0,1.9,4.4,25652.0,관광 명소,37.55998,126.9858296,서울특별시 중구 남산동2가 10-4,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
전주 한옥마을,202511,인스타그램,2.0,,,,4.1,29004.0,관광 명소,35.8175376,127.1520417,전북특별자치도 전주시 완산구 기린대로 99,전북특별자치도,전주시 완산구,3602014.0,3379922.0,6.6,59531135.0,58125182.0,1405953.0,202511,KBEAUTY,인스타그램,2025-11-01
삼청동길,202511,인스타그램,1.0,,,,4.3,2125.0,관광 명소,37.5837936,126.9819183,서울특별시 종로구 삼청동 63-40,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
서울시청,202511,인스타그램,10.0,,,,4.3,850.0,시청,37.550263,126.9970831,서울특별시 중구 세종대로 110,서울특별시,중구,14068348.0,12655783.0,11.2,895873236.0,636964129.0,258909107.0,202511,KBEAUTY,인스타그램,2025-11-01
성신여대입구,202511,인스타그램,2.0,,,,4.0,349.0,시장,37.592709,127.016539,서울특별시 성신여대입구역,서울특별시,성북구,5417430.0,4301300.0,25.9,63558540.0,61002504.0,2556036.0,202511,KBEAUTY,인스타그램,2025-11-01
광화문,202511,인스타그램,3.0,3.0,,1.0,4.5,13708.0,역사적 명소,37.572389,126.9769117,서울특별시 종로구 세종대로 172,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
청계천,202511,인스타그램,1.0,,,,4.5,9965.0,공원,37.5691015,126.9786692,서울특별시 중구 무교동 80-1,서울특별시,종로구,13616190.0,11763409.0,15.8,259944010.0,206395385.0,53548625.0,202511,KBEAUTY,인스타그램,2025-11-01
